object,metadata
5-1：开篇实例,914.7674999999999
5-2：问题求解与思维方式,762.9912499999999
5-3：计算思维与数据思维,1041.7213513513514
5-4：像数据科学家一样思考,919.9071698113205
5-5：总结,183.79705882352943
