actor,object,metadata
201822111310274,6-4：数据的二进制表示,17.83
201822111310274,6-5：总结（暂缺）,0.0
201822111310288,6-1：开篇实例,410.65
201822111310288,6-2：比特：虚拟世界的DNA,890.58
201822111310288,6-3：现象、数据、信息和知识,588.03
201822111310288,6-4：数据的二进制表示,0.0
201822111310290,6-1：开篇实例,1716.35
201822111310290,6-2：比特：虚拟世界的DNA,0.02
201822111310299,6-1：开篇实例,444.13000000000005
201822111310299,6-2：比特：虚拟世界的DNA,914.38
201822111310299,6-3：现象、数据、信息和知识,597.69
201822111310299,6-4：数据的二进制表示,1255.64
201822111310299,6-5：总结（暂缺）,1.95
201822111310302,6-1：开篇实例,0.0
201822111310302,6-2：比特：虚拟世界的DNA,0.0
201822111310302,6-3：现象、数据、信息和知识,0.0
201822111310302,6-4：数据的二进制表示,0.0
201822111310302,6-5：总结（暂缺）,0.0
201822111310311,6-1：开篇实例,869.98
201822111310311,6-2：比特：虚拟世界的DNA,928.05
201822111310311,6-3：现象、数据、信息和知识,683.51
201822111310311,6-4：数据的二进制表示,2238.13
201822111310311,6-5：总结（暂缺）,0.0
201822111310324,6-1：开篇实例,451.33
201822111310324,6-2：比特：虚拟世界的DNA,806.23
201822111310324,6-3：现象、数据、信息和知识,3350.6000000000004
201822111310324,6-4：数据的二进制表示,0.03
201822111310326,6-1：开篇实例,431.38
201822111310326,6-2：比特：虚拟世界的DNA,946.99
201822111310326,6-3：现象、数据、信息和知识,619.63
201822111310326,6-4：数据的二进制表示,1987.65
201822111310326,6-5：总结（暂缺）,2086.38
201822111310332,6-1：开篇实例,21964.78
201822111310332,6-2：比特：虚拟世界的DNA,14648.02
201822111310332,6-3：现象、数据、信息和知识,746.46
201822111310332,6-4：数据的二进制表示,1196.97
201822111310332,6-5：总结（暂缺）,5.04
201822111321019,6-1：开篇实例,1390.95
201822111321019,6-2：比特：虚拟世界的DNA,1770.45
201822111321019,6-3：现象、数据、信息和知识,256.68
201822111321019,6-4：数据的二进制表示,1885.1200000000001
201822111321019,6-5：总结（暂缺）,0.0
201822111321038,6-1：开篇实例,816.5
201822111321038,6-2：比特：虚拟世界的DNA,1027.53
201822111321038,6-3：现象、数据、信息和知识,2.34
201822111321038,6-5：总结（暂缺）,1.76
201822111511016,6-1：开篇实例,427.03
201822111511016,6-2：比特：虚拟世界的DNA,910.71
201822111511016,6-3：现象、数据、信息和知识,612.07
201822111511016,6-4：数据的二进制表示,1200.46
201822111511016,6-5：总结（暂缺）,0.0
201931101014068,6-1：开篇实例,453.12
201931101014068,6-2：比特：虚拟世界的DNA,993.0
201931101014068,6-3：现象、数据、信息和知识,619.32
201931101014068,6-4：数据的二进制表示,0.0
201931106020148,6-1：开篇实例,419.18
201931106020148,6-2：比特：虚拟世界的DNA,1012.82
201931106020148,6-3：现象、数据、信息和知识,706.7
201931106020148,6-4：数据的二进制表示,1206.77
201931106020148,6-5：总结（暂缺）,0.0
201931106020172,6-1：开篇实例,1207.88
201931106020172,6-2：比特：虚拟世界的DNA,1744.37
201931106020172,6-3：现象、数据、信息和知识,39.52
201931106030001,6-1：开篇实例,516.93
201931106030001,6-2：比特：虚拟世界的DNA,2817.45
201931106030001,6-3：现象、数据、信息和知识,604.81
201931106030001,6-4：数据的二进制表示,1201.87
201931106030001,6-5：总结（暂缺）,0.0
201931107010103,6-1：开篇实例,187.4
201931107010103,6-2：比特：虚拟世界的DNA,788.95
201931107010103,6-3：现象、数据、信息和知识,2471.8
201931107010103,6-4：数据的二进制表示,0.0
201931107010206,6-1：开篇实例,1738.05
201931107010206,6-2：比特：虚拟世界的DNA,977.56
201931107010206,6-3：现象、数据、信息和知识,646.16
201931107010206,6-4：数据的二进制表示,0.0
201931107010235,6-1：开篇实例,664.98
201931107010235,6-2：比特：虚拟世界的DNA,0.0
201931107010235,6-3：现象、数据、信息和知识,1319.82
201931107010235,6-4：数据的二进制表示,0.0
201931108021022,6-1：开篇实例,363.06
201931108021022,6-2：比特：虚拟世界的DNA,972.26
201931108021022,6-3：现象、数据、信息和知识,606.14
201931108021022,6-4：数据的二进制表示,732.65
201931108021022,6-5：总结（暂缺）,7.6
201931108024014,6-1：开篇实例,426.16
201931108024014,6-2：比特：虚拟世界的DNA,894.32
201931108024014,6-3：现象、数据、信息和知识,597.11
201931108024014,6-4：数据的二进制表示,943.37
201931108024014,6-5：总结（暂缺）,11.26
201931114020026,6-1：开篇实例,420.85
201931114020026,6-2：比特：虚拟世界的DNA,2078.3900000000003
201931114020026,6-3：现象、数据、信息和知识,619.85
201931114020026,6-4：数据的二进制表示,0.0
201931114020026,6-5：总结（暂缺）,0.0
adminhubu,6-1：开篇实例,2.57
adminhubu,6-2：比特：虚拟世界的DNA,7.41
adminhubu,6-3：现象、数据、信息和知识,2.09
adminhubu,6-4：数据的二进制表示,5.91
adminhubu,6-5：总结（暂缺）,3.44
